,min1,max1,mean1,median1,std1,firstQuartile1,thirdQuartile1,min2,max2,mean2,median2,std2,firstQuartile2,thirdQuartile2,min3,max3,mean3,median3,std3,firstQuartile3,thirdQuartile3,min4,max4,mean4,median4,std4,firstQuartile4,thirdQuartile4,min5,max5,mean5,median5,std5,firstQuartile5,thirdQuartile5,min6,max6,mean6,median6,std6,firstQuartile6,thirdQuartile6,min7,max7,mean7,median7,std7,firstQuartile7,thirdQuartile7,min8,max8,mean8,median8,std8,firstQuartile8,thirdQuartile8,min9,max9,mean9,median9,std9,firstQuartile9,thirdQuartile9,min10,max10,mean10,median10,std10,firstQuartile10,thirdQuartile10,min11,max11,mean11,median11,std11,firstQuartile11,thirdQuartile11,min12,max12,mean12,median12,std12,firstQuartile12,thirdQuartile12,min13,max13,mean13,median13,std13,firstQuartile13,thirdQuartile13,min14,max14,mean14,median14,std14,firstQuartile14,thirdQuartile14,min15,max15,mean15,median15,std15,firstQuartile15,thirdQuartile15,min16,max16,mean16,median16,std16,firstQuartile16,thirdQuartile16,min17,max17,mean17,median17,std17,firstQuartile17,thirdQuartile17,min18,max18,mean18,median18,std18,firstQuartile18,thirdQuartile18,label
10,27.67,44.33,36.662625000000006,35.875,4.076478701113123,33.644999999999996,40.5,0.0,9.12,2.8476875000000006,2.17,1.9787147921753623,1.3,4.5,7.0,25.0,17.095000000000002,16.5,3.34986322822272,15.0,19.3125,0.0,9.63,3.268437500000001,3.0149999999999997,1.9128800594536362,1.79,4.245,7.67,24.5,17.6191875,17.71,3.2266650368794294,15.5,20.25,0.0,8.93,3.331875,3.27,1.7055632934015497,2.0575,4.4174999999999995,27.0,44.0,36.587062499999995,36.125,3.992788719313292,33.1875,39.8125,0.0,8.51,2.8506875000000016,2.49,1.8297238757468262,1.3,4.0825,8.5,25.25,16.452375000000004,16.5,3.2245197560617775,14.31,18.5,0.0,8.6,3.0623125000000013,2.98,1.6259430633099639,1.92,3.9225000000000003,9.5,23.0,16.603312499999998,16.365,2.981697360063991,14.75,19.0,0.0,8.56,3.077312500000002,2.755,1.6339483074873822,2.01,3.84,28.25,44.0,36.3753125,36.25,4.0067061585986306,33.125,39.25,0.0,10.43,2.845500000000002,2.47,1.8775860321636668,1.41,3.9325,6.0,27.67,14.9208125,15.0,3.391060755336543,12.5,17.27,0.0,7.59,2.835625000000002,2.55,1.6579580103702694,1.685,3.6775,9.67,23.33,16.965374999999998,16.875,2.9823463574168376,15.0,19.5,0.0,9.18,3.267187500000001,2.725,1.9548807397795414,1.7,4.5,0.0
11,20.0,44.25,35.587875,35.625,4.852346172781075,33.0,39.0625,0.0,11.39,3.3546250000000013,2.83,2.290591609472027,1.5,4.452500000000001,8.67,27.0,16.3244375,16.125,3.351334052758111,14.0,18.8125,0.0,9.46,2.890249999999999,2.685,1.7757011016822974,1.48,4.050000000000001,4.0,22.33,16.1915625,16.585,3.235578073199177,14.5,18.3725,0.0,9.39,3.162875000000001,2.87,1.8945112336603889,1.7675,4.3500000000000005,26.67,43.75,36.0165,36.0,4.163527350696762,33.31,39.33,0.0,8.84,3.2340624999999994,2.86,1.8553961067789038,1.9849999999999999,4.245,5.0,22.0,14.835874999999998,15.0,3.0099295604913245,13.0,16.75,0.0,8.34,3.005187500000001,2.865,1.6310528188737399,1.7,3.9,7.0,21.0,15.120562500000005,15.33,3.021742853103656,13.1875,17.0,0.0,8.81,3.170437500000002,3.0149999999999997,1.6165641594455118,2.05,4.09,18.5,44.0,35.6526875,36.0,4.81346117208695,32.6275,39.5,0.0,12.6,3.3956250000000012,2.8,2.258391949621059,1.79,4.33,8.0,24.5,17.004749999999998,17.0,3.6068913687428887,14.4575,19.5,0.0,8.96,2.7179375000000014,2.49,1.7030188131169277,1.4625,3.5625,7.25,24.33,16.6916875,17.0,2.903476818846433,15.0,18.75,0.0,8.26,2.8756874999999997,2.49,1.7172936957837521,1.79,3.7475,0.0
12,19.0,43.75,35.688187500000005,36.0,4.85446845594653,33.33,39.75,0.0,11.2,3.566125000000002,3.0149999999999997,2.337528659898966,1.7975,5.1049999999999995,8.67,22.75,16.469875,17.0,3.2441719369669304,14.25,18.75,0.0,8.73,3.0644375000000013,2.83,1.8092688494676756,1.69,4.245,0.0,24.75,16.113374999999998,16.5,3.8865890831496275,14.0,18.67,0.0,8.5,3.2889375000000016,3.0999999999999996,1.6848490953366135,2.1025,4.425,19.25,43.25,35.536249999999995,36.125,4.974894676676598,32.6875,39.33,0.0,10.54,3.850999999999998,3.3099999999999996,2.407809150589052,2.06,5.077500000000001,7.67,22.0,16.426624999999998,16.75,2.6986691076955287,15.0,18.25,0.0,8.87,2.8713750000000013,2.49,1.5962327849576283,1.775,3.9625,10.5,22.75,15.894874999999999,15.415,2.6631300417923374,14.0,17.27,0.0,7.87,2.9425000000000012,2.77,1.6194338633410903,1.7675,3.765,27.33,43.33,36.4151875,36.125,3.9242291991408904,33.1875,39.69,0.0,8.29,2.8258125000000014,2.49,1.8064191869796036,1.3824999999999998,3.9925,8.5,26.5,17.174625000000002,17.29,3.019992062861826,15.25,19.27,0.0,8.86,3.4492500000000006,3.2350000000000003,1.8824901713642541,2.0575,4.905,10.67,26.5,19.2266875,19.5,2.917759914831494,17.25,21.33,0.47,7.89,3.047625000000001,2.83,1.562190240993908,1.87,3.9,0.0
13,28.0,42.33,36.5036875,37.25,3.582815838930578,34.0,39.25,0.0,8.86,2.6199375000000025,2.165,1.8783870027015834,1.12,3.6950000000000003,10.0,28.0,18.856375000000003,18.625,3.7148993718225127,16.5,21.67,0.0,9.78,3.1306875000000005,2.975,1.9294027889104297,1.56,4.2475000000000005,9.75,27.0,18.6429375,19.0,3.883967140796402,15.5,21.3725,0.0,9.57,3.5661250000000018,3.0949999999999998,1.9488448400762497,2.1675,4.702500000000001,24.33,43.0,36.1193125,36.625,4.066436036641218,33.0,39.0625,0.0,9.71,2.7250000000000014,2.05,2.2568336476593815,1.12,3.7475,7.4,24.25,17.5174375,18.0,3.438798101954561,15.0,19.75,0.0,7.73,3.0053124999999996,2.77,1.605052134530137,1.885,4.0675,7.67,25.75,17.693375,17.625,3.5843366249391955,15.25,20.05,0.0,8.81,3.4647499999999996,3.27,1.9165774493864982,2.1574999999999998,4.5625,23.33,43.5,36.109249999999996,36.0,3.8122054149515807,33.33,39.0,0.0,9.63,2.863125000000001,2.29,2.1290577794653407,1.3,3.8025,7.0,28.5,18.9333125,19.25,4.671441365363741,15.5,22.5,0.0,8.55,3.253375000000001,3.02,1.8828714480646596,1.79,4.4025,10.5,26.67,19.155124999999998,19.0,3.2230566740129434,17.0,21.5,0.0,11.15,3.560625000000001,3.0999999999999996,2.0344234692416565,2.2875,4.5,0.0
14,29.33,44.5,36.79475000000001,35.875,3.7225302394537763,34.0,39.8125,0.0,8.18,2.4598125000000035,2.085,1.5404346653893934,1.3,3.27,8.5,26.75,17.569312500000002,17.585,3.3785475875145847,15.67,19.5425,0.0,8.05,3.063812500000002,2.86,1.692850995487945,2.05,4.105,7.0,24.67,19.1185,19.71,3.1878803904236737,16.75,21.5,0.0,8.26,2.9545625000000006,2.57,1.7098776472005905,1.79,3.9025,24.25,45.0,37.3584375,36.25,3.743678705183115,34.6275,40.75,0.0,7.56,2.3613125000000013,1.79,1.6282351914992126,1.3,3.05,5.5,23.75,16.018812500000003,16.585,3.7478824833866815,13.4575,18.5625,0.0,7.83,3.045187500000001,2.77,1.5833882037000129,1.7,4.0225,12.5,25.5,20.012500000000003,20.5,2.7855211903496246,18.25,22.0625,0.0,9.07,3.0526875,2.71,1.9533006163814044,1.5,4.0825,29.0,44.67,37.3779375,36.55,3.2473573381449374,35.25,40.0625,0.0,8.58,2.301500000000001,1.92,1.640916372299485,1.3,3.05,9.5,23.0,16.005125,15.71,2.893626043978375,14.0,18.0,0.0,7.43,2.622812500000001,2.45,1.4884448732564037,1.5,3.58,11.75,24.33,19.69075,20.25,2.6140083560567655,18.0,21.5,0.0,9.34,2.757937500000003,2.36,1.8855098227446783,1.3,3.6950000000000003,0.0
15,26.0,44.0,36.2690625,36.0,3.2964514553269315,34.25,38.75,0.0,7.65,2.644000000000002,2.415,1.5278073242807113,1.41,3.54,8.5,23.0,15.630875000000003,15.25,3.185426205402173,13.6275,17.5,0.0,8.23,3.186437500000001,2.9,1.7606521615029556,1.87,4.5125,2.5,21.25,15.332624999999998,15.71,3.0593474635150093,13.6875,17.5,0.0,9.98,3.4785000000000013,3.255,1.8672063011539939,2.05,4.569999999999999,28.67,44.0,36.17425,35.625,3.5863145796417455,33.5,39.25,0.0,12.28,3.0746875000000014,2.37,2.064340216790918,1.64,4.26,5.5,21.5,14.537187499999998,14.9,2.9856706360569274,12.4375,16.5,0.47,8.03,3.0434374999999996,2.9050000000000002,1.4647119822810672,1.79,4.06,7.0,22.75,15.815624999999997,16.0,2.941616097878103,13.6275,18.0,0.0,8.5,3.6717499999999985,3.585,1.7503101432272725,2.49,4.725,19.0,43.5,36.241875,35.75,3.7117364746480455,34.0,39.0,0.0,10.53,2.7763750000000016,2.12,2.0074664051795557,1.495,3.67,8.0,25.25,16.1054375,16.0,3.384408729586214,14.0,18.0625,0.0,9.5,3.1275000000000017,2.94,1.811802674359879,1.7675,4.15,6.0,24.5,16.468875000000004,16.5,3.3973624596721996,14.2375,19.0,0.0,8.61,3.291812500000001,2.995,1.8551437489861846,1.8,4.425,0.0
16,29.0,43.0,36.5518125,36.0,3.368218063100649,34.25,39.0625,0.0,10.85,2.9099375000000007,2.415,1.9263157708172807,1.58,3.9,9.67,24.0,17.999187499999998,18.25,3.0130834145001444,16.5,20.0,0.0,6.94,2.749250000000001,2.52,1.5513173748412272,1.495,3.925,3.0,22.0,15.605624999999998,15.75,3.1611642404889233,13.9375,17.75,0.0,7.31,3.214625000000003,3.085,1.5843459406797578,2.0575,4.5,28.0,43.75,36.68900000000001,36.0,3.368358351990089,34.5,39.0,0.0,7.93,2.9028125000000022,2.12,2.086810684405073,1.3,4.6425,8.33,27.67,18.4715625,17.75,4.193889767234825,15.25,22.0,0.0,9.63,2.952374999999999,2.55,1.9914978047412724,1.29,4.04,6.0,24.67,16.293874999999993,16.5,3.111576475097046,14.5,18.5,0.0,8.19,3.183250000000001,2.87,1.667710195326959,1.85,4.44,26.5,44.33,36.8210625,36.0,3.847019363545051,34.5,39.8125,0.0,12.89,3.1063750000000026,2.495,2.20567121730958,1.4625,4.262499999999999,11.0,28.25,18.719625,17.75,3.988163917245328,15.73,22.0,0.0,9.22,3.228187500000002,2.935,1.9881570341136527,1.6549999999999998,4.5,11.0,22.67,17.5405,17.67,2.260634630102266,16.0,19.27,0.0,8.04,2.8220625000000026,2.59,1.6167056716587545,1.8,3.3625,0.0
17,27.8,43.75,36.928312500000004,36.25,3.83604080845336,34.5,40.3725,0.0,10.5,2.8719375000000005,2.37,1.9019600935159082,1.41,3.8025,3.0,24.5,16.281875000000003,16.5,3.314055864584196,14.475,18.3725,0.0,10.57,3.1394375000000005,2.865,1.8348122954654498,1.79,4.03,8.67,22.0,16.01125,16.25,2.9343248931596424,14.0,18.0,0.0,8.06,2.887250000000001,2.6,1.7101572070882771,1.6175,3.77,25.33,44.67,37.281124999999996,36.5,3.689807649108742,35.0,40.0,0.0,10.84,2.7715625000000013,2.1500000000000004,2.066921737213893,1.2875,3.925,10.0,27.25,17.1519375,17.0,3.7104302242326788,14.4575,19.5625,0.0,8.0,3.070625000000002,2.87,1.8936609538605635,1.56,4.0875,10.0,22.25,16.734437500000002,16.875,2.6385182011795885,15.0,18.67,0.0,9.07,3.147312499999999,2.8,1.9184902088892126,1.7675,4.0225,26.75,45.0,37.1335,36.25,3.6167604601929466,34.9375,40.269999999999996,0.0,10.2,2.546500000000001,2.12,1.7918204087905931,1.3,3.5025000000000004,8.25,26.67,16.5579375,16.5,3.763036726484903,13.9175,19.25,0.0,8.96,3.2055625,2.99,1.8229262351950133,1.79,4.245,6.75,23.33,16.7169375,16.67,2.918663430833415,15.0,18.75,0.0,9.5,3.1945,2.87,1.8352950510826054,1.89,4.345000000000001,0.0
18,26.75,44.0,36.8041875,36.415,3.699942286117106,34.9375,39.75,0.0,11.26,2.789687500000002,2.12,2.2007978604325023,1.22,4.3500000000000005,8.25,25.0,15.303437500000005,15.25,3.148883609073312,13.5,17.5,0.0,8.18,3.0156875000000016,2.87,1.6756328465152368,1.69,3.9775,8.0,22.5,16.316375,16.5,3.0151966231243725,14.0,18.75,0.0,8.81,2.9935000000000014,2.685,1.7962459805498547,1.64,3.9,27.33,44.75,36.934125,36.125,3.5786523564994748,34.475,40.0,0.0,11.68,2.8987500000000006,2.49,2.204468232631,1.2875,4.045,9.0,25.33,17.742625000000004,17.29,3.516889972492223,15.33,20.415,0.0,9.01,3.1551875000000016,2.8449999999999998,1.9371456573928487,1.5,4.3225,8.67,23.0,16.4133125,16.585,2.585671383896869,15.0,18.25,0.0,8.44,2.8273124999999997,2.5949999999999998,1.505101063020574,1.7675,3.535,28.33,43.67,36.85181250000001,36.33,3.403656907207472,34.457499999999996,39.75,0.0,10.5,2.5835000000000026,2.12,1.93219339631278,1.12,3.7025,7.0,27.0,16.4381875,15.67,3.6748839663151953,13.787500000000001,19.0,0.0,8.07,2.8699375000000007,2.74,1.6986059755635279,1.5,3.9699999999999998,10.0,22.33,17.013749999999998,17.0,2.277259400542347,15.4575,18.75,0.0,7.73,2.4991250000000016,2.47,1.3437764243416206,1.5,3.4,0.0
19,29.75,43.25,36.7871875,36.25,3.365668917202066,34.457499999999996,39.3125,0.0,7.36,2.508437500000001,2.335,1.6343511962081985,1.3,3.6399999999999997,7.0,22.67,14.597125,14.58,2.9564355530343094,12.5,16.5,0.0,7.05,2.792437500000002,2.5,1.539410467440102,1.6375,3.9025,6.0,22.25,15.911374999999998,16.25,2.956580016350269,13.9375,18.25,0.0,8.26,3.057875000000002,2.525,1.7274936902013664,1.79,4.0649999999999995,26.25,44.25,37.06518750000001,36.5,3.6051893017884042,34.5,40.542500000000004,0.0,8.64,2.363937500000001,1.79,1.863536941725626,1.09,3.2775,8.0,26.5,16.089624999999995,15.875,2.802355004131773,14.0,18.0,0.0,8.0,2.7113125,2.525,1.5078637151581598,1.5,3.5475,5.33,22.25,16.041062500000002,16.5,2.8387056570539215,14.0,18.27,0.0,7.53,2.8089375,2.59,1.5510356032696548,1.56,3.685,29.25,44.25,37.019999999999996,36.5,3.3426553298370534,34.5,40.25,0.0,7.37,2.387875000000002,2.0549999999999997,1.6755100181003741,1.2425,3.2175000000000002,8.0,23.5,15.253500000000003,15.0,3.1641585963161685,13.0,17.67,0.0,8.06,2.848687500000001,2.5949999999999998,1.5871968573537787,1.6475,3.8775,2.0,21.0,16.015062499999996,16.29,2.7729622234939533,14.25,18.0,0.0,8.34,2.9370625000000006,2.5,1.6113799691178408,1.79,3.7475,0.0
20,27.75,44.0,37.11381250000001,36.67,3.7667589244350803,34.1875,40.5,0.0,10.76,2.329000000000002,1.83,1.7174422257363235,1.22,3.2775,3.0,23.75,15.299437500000002,15.25,3.484445083975208,13.4375,17.75,0.0,9.0,3.0203125,2.685,1.9115762608644804,1.5,3.9625,9.75,21.0,16.408812499999996,16.71,2.601517063908102,14.75,18.69,0.0,8.75,3.090437500000001,2.87,1.650817730235267,2.005,4.0675,30.5,44.0,37.12950000000001,36.25,3.876364568013558,33.75,40.0625,0.0,7.15,2.515312500000001,1.9699999999999998,1.6033698482518055,1.2425,3.91,7.0,21.0,14.589250000000002,14.75,2.8168184358649966,12.73,16.33,0.0,7.71,2.757437500000002,2.49,1.6020200482712115,1.5,3.7800000000000002,9.0,23.0,16.803812500000003,17.0,2.672700768620555,14.6875,18.75,0.0,8.15,2.677250000000001,2.29,1.6010071319260226,1.5,3.67,31.0,44.67,37.1911875,36.25,3.653458837055181,34.1875,40.542500000000004,0.0,7.79,2.412875000000002,1.95,1.6112432745979441,1.3,3.3425,0.0,24.75,15.106750000000005,15.125,3.500284364009704,13.0,17.5,0.0,8.15,2.7711249999999996,2.5,1.6118062790335803,1.63,3.915,0.0,22.0,17.1079375,17.29,2.7621175216880895,15.31,18.75,0.0,7.93,2.699625000000001,2.495,1.63637653380185,1.3,3.685,0.0
21,24.5,29.75,27.788062500000002,27.25,1.1419229599161462,27.0,29.0,0.0,1.48,0.23431249999999992,0.0,0.35711742845232675,0.0,0.43,0.0,11.75,6.047187500000001,6.71,2.4116463157030363,4.9375,7.75,0.0,3.57,0.8430624999999996,0.71,0.7118626438731968,0.43,1.09,4.75,12.5,9.311750000000004,9.0,1.4889714275128603,8.5,10.0625,0.0,3.54,0.6112500000000006,0.5,0.5648350903098026,0.0,0.94,23.5,29.75,26.624000000000002,27.0,1.1142209394401066,26.0,27.0,0.0,1.79,0.4303749999999996,0.43,0.46492967954115283,0.0,0.7374999999999999,0.0,13.25,6.781125000000001,6.29,3.8088384448204327,3.5,10.5,0.0,3.42,0.9625625,0.87,0.7358409785780602,0.43,1.5,0.0,21.0,8.56075,8.415,4.826267037992465,4.9375,11.69,0.0,4.5,0.8154999999999996,0.7649999999999999,0.6572544379663138,0.43,1.0225,24.67,30.0,28.7370625,29.0,1.211056816347351,28.0,29.75,0.0,1.25,0.4263749999999999,0.43,0.3172334963319109,0.0,0.5,0.0,13.0,5.405999999999999,4.585,3.869093177034976,2.5,8.5,0.0,5.02,0.8044999999999998,0.5,0.8711293905582219,0.0,1.2625,0.0,17.0,7.138562499999999,6.71,4.695813851923672,3.0,10.69,0.0,3.3,0.7794375,0.82,0.59705908905033,0.47,1.09,0.0
22,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.25,5.61125,6.0,1.5136543102931999,5.25,6.25,0.0,2.86,0.3971874999999997,0.43,0.4456373739097264,0.0,0.4775,1.0,10.25,3.7838125,4.0,1.8161795106588743,2.0,5.0,0.0,2.28,0.6966249999999998,0.71,0.4156360398354102,0.47,0.94,48.0,48.25,48.0015625,48.0,0.019764235376052403,48.0,48.0,0.0,0.43,0.0026875,0.0,0.03399448484681008,0.0,0.0,0.0,13.0,4.278499999999999,3.75,3.41385858527438,1.33,6.25,0.0,2.45,0.3839999999999998,0.43,0.44429889650320087,0.0,0.5,0.0,12.0,8.594812500000002,9.0,2.041960758243788,8.5,9.5,0.0,2.5,0.5554374999999998,0.5,0.4132275887381429,0.43,0.83,48.0,48.25,48.0109375,48.0,0.051295136589503826,48.0,48.0,0.0,0.43,0.018812500000000003,0.0,0.08822763493394639,0.0,0.0,0.0,9.75,4.8119375,5.0,2.234142019233986,3.0,6.25,0.0,2.12,0.4107499999999999,0.43,0.45379261325968795,0.0,0.5,9.0,12.0,10.4960625,10.415,0.7916919997601823,10.0,11.25,0.0,1.3,0.6716249999999998,0.73,0.31537516343347605,0.47,0.83,0.0
23,39.33,41.0,39.924875,40.0,0.31697069979463743,39.75,40.0,0.0,1.0,0.7586249999999992,0.83,0.21436607582686418,0.5,0.94,9.0,14.5,11.986,12.0,0.6682458027030095,12.0,12.0625,0.0,1.63,0.2524375,0.0,0.3799217841963242,0.0,0.47,0.0,12.75,3.0566875,1.33,3.438436774015101,1.0,5.0625,0.0,3.11,0.4626249999999999,0.0,0.652805736945287,0.0,0.71,39.0,40.0,39.55125,39.5,0.14179332111192583,39.5,39.67,0.0,0.94,0.5100624999999998,0.5,0.11924551532249891,0.5,0.5,0.0,14.5,10.047812499999997,11.75,3.0756531590151295,8.33,12.0,0.0,2.12,0.34656249999999983,0.43,0.3749432609067285,0.0,0.47,0.0,13.5,7.655062500000001,8.75,4.0200863592330744,4.4375,11.5,0.0,2.35,0.6376875,0.5,0.4971304093172384,0.43,0.83,39.0,40.0,39.527375000000006,39.5,0.12594042466991237,39.5,39.5,0.0,0.83,0.4821249999999998,0.5,0.08522546862965699,0.47,0.5,2.0,15.0,10.4688125,11.5,2.524735585352139,9.0,12.0,0.0,2.49,0.44331249999999967,0.43,0.44838455232200675,0.0,0.82,0.0,14.5,6.626687499999998,6.0,3.2969173179048075,4.1875,9.5,0.0,3.49,0.8074999999999996,0.71,0.6180319749111517,0.47,1.0225,0.0
24,39.0,40.0,39.53118750000001,39.5,0.14124946429463764,39.5,39.5,0.0,1.0,0.47387499999999977,0.5,0.10393507588874908,0.47,0.5,0.0,11.0,6.6755625,6.33,2.4893172378253827,5.33,8.75,0.0,2.62,0.4042499999999998,0.43,0.42982891140750484,0.0,0.5,7.75,12.67,10.959125,11.29,1.2142603346800702,10.1875,12.0,0.0,1.87,0.4939999999999999,0.47,0.31870255843767087,0.43,0.5525,39.0,40.0,39.48431250000001,39.5,0.1588425979136262,39.457499999999996,39.5,0.0,0.5,0.4654999999999999,0.5,0.08729189088246683,0.47,0.5,0.0,12.0,7.1275,8.0,3.8806608073737627,4.1875,10.5425,0.0,3.27,0.39912499999999984,0.43,0.49401752763445855,0.0,0.5,0.0,14.0,11.261749999999997,12.0,2.563035874325945,11.0,12.5,0.0,2.16,0.5856874999999999,0.5,0.4159169938277556,0.43,0.83,39.0,40.0,39.285875,39.25,0.227425812079456,39.0,39.5,0.0,0.5,0.32693749999999977,0.43,0.21297827235860317,0.0,0.47,0.0,12.2,3.7203750000000007,3.0,2.9514417940257642,1.5,6.0,0.0,1.63,0.39368749999999986,0.43,0.38838582560168416,0.0,0.5,0.0,18.0,10.471500000000002,8.75,4.987460401633443,7.0,16.355,0.0,4.06,0.6684375000000005,0.5,0.5378007239774711,0.43,0.8875,0.0
25,39.0,56.25,42.63368749999999,42.25,2.957541819217672,42.0,42.5,0.0,4.33,0.4048124999999999,0.43,0.43893234084852645,0.0,0.5,0.0,18.25,6.389812500000002,5.33,3.8862535469638746,4.25,8.8125,0.0,5.72,1.0318125000000005,0.825,1.025256447057371,0.43,1.4849999999999999,0.0,18.33,10.963625000000002,11.67,3.625993247139588,9.33,12.8125,0.0,4.5,1.0427500000000003,0.87,0.8727185531177705,0.47,1.3,42.0,54.0,48.8234375,54.0,5.7814304824794185,42.25,54.0,0.0,8.49,0.193625,0.0,0.7103338638367208,0.0,0.43,2.0,15.0,10.318312500000001,12.415,3.856353773972436,6.67,13.5,0.0,4.32,0.7351875000000004,0.5,0.6329733884884824,0.43,0.87,8.5,21.0,16.0135,18.125,4.085605379959594,11.75,20.25,0.0,5.72,0.5284375,0.47,0.6439017727297601,0.43,0.5,41.33,54.0,50.51825,54.0,5.497122580647687,42.5625,54.0,0.0,2.59,0.2245,0.0,0.48015956467321325,0.0,0.43,5.5,15.0,11.887687500000002,12.0,1.3321384056914802,11.25,12.69,0.0,3.5,0.5901875000000002,0.43,0.6563185603599485,0.0,0.83,7.25,21.0,15.920250000000001,16.0,2.247203979008236,14.0,17.75,0.0,3.56,0.7273124999999997,0.71,0.5170109080938723,0.43,1.0,0.0
26,24.5,29.75,27.788062500000002,27.25,1.1419229599161462,27.0,29.0,0.0,1.48,0.23431249999999992,0.0,0.35711742845232675,0.0,0.43,0.0,11.75,6.048562500000001,6.71,2.4131330523086887,4.9375,7.75,0.0,3.57,0.8459999999999998,0.71,0.7119061135187762,0.43,1.09,4.75,12.5,9.313000000000002,9.0,1.48862301828436,8.5,10.0625,0.0,3.54,0.6078750000000006,0.5,0.5668731264660846,0.0,0.94,23.5,29.75,26.624000000000002,27.0,1.1142209394401066,26.0,27.0,0.0,1.79,0.4303749999999996,0.43,0.46492967954115283,0.0,0.7374999999999999,0.0,13.25,6.781125000000001,6.29,3.8088384448204327,3.5,10.5,0.0,3.42,0.9625625,0.87,0.7358409785780602,0.43,1.5,0.0,21.0,8.56075,8.415,4.826267037992465,4.9375,11.69,0.0,4.5,0.8154999999999996,0.7649999999999999,0.6572544379663138,0.43,1.0225,24.67,30.0,28.7370625,29.0,1.211056816347351,28.0,29.75,0.0,1.25,0.4263749999999999,0.43,0.3172334963319109,0.0,0.5,0.0,13.0,5.405999999999999,4.585,3.869093177034976,2.5,8.5,0.0,5.02,0.8044999999999998,0.5,0.8711293905582219,0.0,1.2625,0.0,17.0,7.138562499999999,6.71,4.695813851923672,3.0,10.69,0.0,3.3,0.7794375,0.82,0.59705908905033,0.47,1.09,0.0
27,34.0,51.0,47.3734375,48.0,2.0933753090997387,48.0,48.0,0.0,4.85,0.18131249999999996,0.0,0.6560603993852314,0.0,0.0,0.0,23.0,8.135750000000002,8.125,4.250760871587742,5.9375,9.0,0.0,5.72,0.6665624999999998,0.43,0.8601938108912419,0.0,0.87,0.0,22.25,9.238312500000003,9.25,3.384745138139242,7.9375,10.0,0.0,4.97,0.8306874999999996,0.71,0.7851355864759559,0.43,1.0,39.67,43.67,40.5495625,40.5,0.5500844382010313,40.25,40.5,0.0,1.0,0.6299374999999994,0.5,0.2204583472260354,0.5,0.83,9.25,15.25,12.5238125,12.0,0.9000453321043171,12.0,13.0,0.0,1.41,0.2185625,0.0,0.32879013373887195,0.0,0.43,0.0,8.33,2.066375000000001,1.67,1.9339520222922546,0.0,3.0,0.0,2.95,0.4251875,0.43,0.5651292186792605,0.0,0.71,39.33,40.67,40.195187499999996,40.25,0.26176943110854844,40.0,40.33,0.0,1.0,0.7481874999999992,0.83,0.21669870650863537,0.5,0.94,8.5,14.5,12.0703125,12.0,0.6416364905507551,12.0,12.0,0.0,1.5,0.1110625,0.0,0.2463407592220339,0.0,0.0,0.0,8.25,1.6072500000000005,1.33,1.5679121036524575,1.0,2.0,0.0,2.83,0.3920624999999998,0.47,0.4590215145133869,0.0,0.5,0.0
28,39.33,41.0,39.924875,40.0,0.31697069979463743,39.75,40.0,0.0,1.0,0.7586249999999992,0.83,0.21436607582686418,0.5,0.94,9.0,14.5,11.986,12.0,0.6682458027030095,12.0,12.0625,0.0,1.63,0.2524375,0.0,0.3799217841963242,0.0,0.47,0.0,12.75,3.0566875,1.33,3.438436774015101,1.0,5.0625,0.0,3.11,0.4626249999999999,0.0,0.652805736945287,0.0,0.71,39.0,40.0,39.55125,39.5,0.14179332111192583,39.5,39.67,0.0,0.94,0.5100624999999998,0.5,0.11924551532249891,0.5,0.5,0.0,14.5,10.047812499999997,11.75,3.0756531590151295,8.33,12.0,0.0,2.12,0.34656249999999983,0.43,0.3749432609067285,0.0,0.47,0.0,13.5,7.655062500000001,8.75,4.0200863592330744,4.4375,11.5,0.0,2.35,0.6376875,0.5,0.4971304093172384,0.43,0.83,39.0,40.0,39.527375000000006,39.5,0.12594042466991237,39.5,39.5,0.0,0.83,0.4821249999999998,0.5,0.08522546862965699,0.47,0.5,2.0,15.0,10.4688125,11.5,2.524735585352139,9.0,12.0,0.0,2.49,0.44331249999999967,0.43,0.44838455232200675,0.0,0.82,0.0,14.5,6.626687499999998,6.0,3.2969173179048075,4.1875,9.5,0.0,3.49,0.8074999999999996,0.71,0.6180319749111517,0.47,1.0225,0.0
