,min1,max1,mean1,median1,std1,firstQuartile1,thirdQuartile1,min2,max2,mean2,median2,std2,firstQuartile2,thirdQuartile2,min3,max3,mean3,median3,std3,firstQuartile3,thirdQuartile3,min4,max4,mean4,median4,std4,firstQuartile4,thirdQuartile4,min5,max5,mean5,median5,std5,firstQuartile5,thirdQuartile5,min6,max6,mean6,median6,std6,firstQuartile6,thirdQuartile6,min7,max7,mean7,median7,std7,firstQuartile7,thirdQuartile7,min8,max8,mean8,median8,std8,firstQuartile8,thirdQuartile8,min9,max9,mean9,median9,std9,firstQuartile9,thirdQuartile9,min10,max10,mean10,median10,std10,firstQuartile10,thirdQuartile10,min11,max11,mean11,median11,std11,firstQuartile11,thirdQuartile11,min12,max12,mean12,median12,std12,firstQuartile12,thirdQuartile12,min13,max13,mean13,median13,std13,firstQuartile13,thirdQuartile13,min14,max14,mean14,median14,std14,firstQuartile14,thirdQuartile14,min15,max15,mean15,median15,std15,firstQuartile15,thirdQuartile15,min16,max16,mean16,median16,std16,firstQuartile16,thirdQuartile16,min17,max17,mean17,median17,std17,firstQuartile17,thirdQuartile17,min18,max18,mean18,median18,std18,firstQuartile18,thirdQuartile18,min19,max19,mean19,median19,std19,firstQuartile19,thirdQuartile19,min20,max20,mean20,median20,std20,firstQuartile20,thirdQuartile20,min21,max21,mean21,median21,std21,firstQuartile21,thirdQuartile21,min22,max22,mean22,median22,std22,firstQuartile22,thirdQuartile22,min23,max23,mean23,median23,std23,firstQuartile23,thirdQuartile23,min24,max24,mean24,median24,std24,firstQuartile24,thirdQuartile24,min25,max25,mean25,median25,std25,firstQuartile25,thirdQuartile25,min26,max26,mean26,median26,std26,firstQuartile26,thirdQuartile26,min27,max27,mean27,median27,std27,firstQuartile27,thirdQuartile27,min28,max28,mean28,median28,std28,firstQuartile28,thirdQuartile28,min29,max29,mean29,median29,std29,firstQuartile29,thirdQuartile29,min30,max30,mean30,median30,std30,firstQuartile30,thirdQuartile30,label
10,27.67,44.0,36.70250000000001,35.75,4.173892541425619,33.75,40.67,0.0,8.17,2.7262500000000003,2.06,1.9616208389465775,1.3,4.265000000000001,9.0,24.0,16.640833333333333,16.25,3.1046456418411927,14.6875,18.67,0.0,9.63,3.156770833333334,3.0149999999999997,1.676173898019985,2.025,4.050000000000001,10.0,24.5,18.036354166666666,18.585,3.12212954307984,15.67,20.25,0.0,7.16,3.0612500000000007,2.9299999999999997,1.5990373748964686,1.7225,4.050000000000001,29.75,44.33,36.72125,36.0,3.9190477495378757,33.2475,40.25,0.43,9.12,2.927395833333335,2.47,1.9295007506942887,1.3,4.5,7.0,25.25,17.75208333333333,17.29,3.6833948633425444,15.1875,20.5,0.0,9.39,3.446354166666667,3.145,2.1326776447469755,1.7675,4.609999999999999,7.67,23.75,17.224583333333335,17.0,3.223519788144847,15.25,20.0,0.0,8.93,3.4070833333333344,3.115,1.750225799969018,2.16,4.5649999999999995,27.0,44.0,36.69635416666666,36.125,4.134742942380023,33.1875,40.0,0.0,8.51,2.8017708333333338,2.49,1.7544373785777811,1.3,3.94,9.67,24.0,16.626145833333336,16.67,2.8011825960482324,14.67,18.3725,0.0,8.1,3.090937499999999,3.0,1.5517522035801297,2.1775,3.8025,10.25,23.0,16.123854166666668,15.75,3.0074645274336866,14.0,17.3125,0.0,8.56,3.221666666666669,2.935,1.7696426440723274,2.0575,4.0425,28.25,43.0,36.17729166666667,36.0,3.8525552638999887,33.1875,39.0625,0.0,7.7,2.876354166666667,2.49,1.89105101369675,1.41,4.0600000000000005,9.25,21.0,14.657916666666667,14.635,3.0199435047579652,12.2475,16.8125,0.0,6.73,2.6489583333333346,2.6500000000000004,1.4984858878682679,1.5,3.3625,11.0,22.75,17.014375000000005,16.875,2.7807359164153116,15.5,19.27,0.0,9.18,3.0777083333333333,2.6500000000000004,1.7920940289984588,1.79,4.0675,29.0,44.0,36.410937499999996,36.25,4.060273280438412,32.75,39.3125,0.0,10.43,2.908020833333334,2.42,1.9502823654088044,1.5,3.9525,6.0,27.67,15.103333333333333,15.0,3.6106120392871914,12.73,17.3725,0.0,7.59,2.934270833333333,2.495,1.717057915089625,1.9075,3.9225000000000003,9.67,23.33,16.91395833333333,16.75,3.044439445133984,15.0,19.5,0.0,8.98,3.3595833333333336,2.895,1.9307527393094321,1.775,4.5,2.0
11,20.0,44.0,35.3765625,35.25,5.11395280799192,33.0,39.375,0.0,11.39,3.738958333333334,3.03,2.4538423057326875,1.8675,4.5625,8.75,27.0,17.024375000000003,17.0,3.342394292309505,15.1875,19.25,0.0,7.29,2.8278125000000003,2.665,1.6902084599711056,1.3824999999999998,3.9775,10.5,22.33,16.847083333333334,17.0,2.6048735363450715,14.95,18.75,0.0,9.39,3.219479166666668,2.865,1.9741179881507465,1.79,4.4925,26.25,44.25,35.77947916666667,35.625,4.40646853943553,33.0,39.0625,0.43,8.84,2.9320833333333343,2.38,1.9030429464781795,1.41,4.0375,8.67,22.25,15.496354166666665,15.0,2.886793930913913,13.4575,17.5425,0.0,9.46,2.7440624999999996,2.37,1.7864457969740686,1.4625,3.6475,4.0,21.33,15.212604166666665,15.5,3.6359689202515306,13.1875,18.0,0.0,8.4,3.0997916666666665,2.95,1.7037741258540768,1.865,4.202500000000001,27.0,43.75,36.019687499999996,35.75,4.143293999280486,33.4375,39.25,0.0,8.79,3.291354166666667,2.8449999999999998,1.9558805365475715,1.7675,4.34,5.0,20.75,14.346354166666664,14.875,3.091106468493346,12.25,16.5,0.43,8.34,3.0572916666666665,2.94,1.593395896334662,1.865,3.9,7.67,20.67,15.445625,15.875,2.9436839835038078,13.67,17.25,0.0,8.81,3.2206250000000005,3.2,1.6359049081230401,2.0175,4.03,25.75,44.0,36.1909375,36.25,4.365647737103131,33.5,39.435,0.47,8.81,3.1638541666666673,2.785,1.785831588565758,2.005,4.105,8.0,24.5,16.11854166666667,15.5,3.7089371379119456,13.31,18.5,0.0,7.58,3.100625000000001,2.9699999999999998,1.6498413400592251,1.9925000000000002,4.130000000000001,7.0,22.33,15.587083333333334,15.875,3.2729271999450815,13.4575,18.0,0.0,8.26,2.8490625000000005,2.49,1.7198231721374881,1.7975,3.74,18.5,43.75,35.39510416666667,36.125,5.004438029293108,32.457499999999996,39.5,0.0,12.6,3.514270833333334,2.85,2.4602784372983253,1.79,4.765,10.0,24.5,17.289479166666663,17.165,3.3621570049414995,14.9375,19.5,0.0,8.96,2.6258333333333326,2.165,1.7827186020331662,1.41,3.56,10.33,24.33,16.913958333333337,17.0,2.649924518951502,15.1875,18.75,0.71,8.26,2.959375,2.49,1.6940638231312612,1.79,3.885,2.0
12,21.0,43.75,35.783229166666665,36.25,4.660587605778949,33.457499999999996,39.625,0.0,10.47,3.3815625000000016,2.885,2.305833028202035,1.5975,4.665,8.67,22.75,16.079166666666666,16.415,3.363965287594441,13.6275,18.5,0.0,8.73,3.2331250000000016,3.035,1.8934020133639151,1.58,4.5525,0.0,23.67,15.90333333333333,16.67,4.40189951023937,13.31,18.7525,0.0,8.5,3.236145833333334,3.0,1.6930939413683594,1.98,4.3975,19.0,43.33,35.64843749999999,35.71,4.813546526675906,32.6875,39.75,0.0,11.2,3.89625,3.48,2.294343272623253,2.0,5.4975000000000005,10.0,22.67,17.04583333333333,17.25,2.9084449332632323,15.0,19.0,0.0,7.85,2.899583333333334,2.68,1.7089867214332262,1.6549999999999998,4.115,8.0,24.75,15.916770833333336,15.5,2.8374864691693773,14.0,17.5,0.0,8.34,3.4105208333333326,3.0999999999999996,1.7338241092067748,2.28,4.5,19.25,43.0,35.44416666666666,36.375,5.290858584521374,33.0,39.33,0.0,10.54,3.8009375,3.415,2.508708234645661,2.01,4.8175,7.67,21.0,16.15208333333333,16.75,2.654404053114933,14.75,18.0,0.0,6.48,2.760625000000001,2.6500000000000004,1.4834496159822534,1.775,3.7800000000000002,11.33,22.5,16.09645833333333,15.875,2.5673939189551174,14.25,17.5,0.0,7.38,2.78375,2.63,1.5122177857633299,1.685,3.6475,20.33,43.33,36.209375,36.0,4.444840370705412,32.917500000000004,40.0,0.0,9.18,3.1018750000000015,2.585,2.0556142954306735,1.3,4.555,8.5,22.0,16.52177083333333,16.5,2.7879805914871016,15.0,18.75,0.0,8.87,3.4183333333333352,3.0149999999999997,1.8807835246690845,2.0175,4.9175,11.0,25.0,18.189375,18.125,3.0899002922083874,15.9375,20.25,0.47,7.87,2.9378124999999997,2.59,1.5738281877237055,1.7675,3.4925,27.33,42.5,36.314166666666665,36.125,3.7663489696791905,33.4375,39.3725,0.0,8.29,2.890937500000001,2.6100000000000003,1.8414033996555879,1.48,3.9899999999999998,10.0,26.5,17.653020833333336,17.67,3.050488526808941,15.73,19.5425,0.0,8.86,3.3301041666666666,3.2350000000000003,1.8427105291657297,1.625,4.5,10.67,26.5,19.285624999999996,19.67,3.1033122584883737,17.1875,21.5,0.47,7.89,3.0968750000000003,2.85,1.5656398137233827,1.92,3.9225000000000003,2.0
13,28.75,42.0,36.69104166666667,37.415,3.5227478745603262,33.75,39.33,0.0,6.55,2.4956250000000013,2.085,1.7544378691883349,1.09,3.7475,10.0,28.0,18.819583333333334,18.625,3.8764921518698796,16.25,21.67,0.0,9.78,3.398020833333334,3.24,2.0039590392870688,1.7975,4.725,9.75,27.0,18.782604166666665,19.5,3.909867744375604,15.9175,21.5,0.5,8.38,3.491875000000002,3.0,1.9021048244399925,2.05,4.645,28.0,42.33,36.157916666666665,36.5,3.614157517514076,34.0,38.69,0.0,9.71,2.7916666666666674,2.29,2.1776871684217576,1.22,3.59,11.0,25.67,18.884583333333335,18.75,3.2537165524225937,17.25,21.0,0.0,8.04,2.6284375,2.49,1.6372951559299191,1.2875,3.4699999999999998,7.67,26.5,18.099791666666672,18.0,3.7927423710268613,15.1875,20.25,0.0,9.57,3.7620833333333334,3.535,1.9679350206787916,2.4975,4.6525,27.0,42.67,36.3725,36.75,3.832719798345763,33.5025,39.269999999999996,0.0,9.67,2.5725000000000016,2.05,2.095464776983605,1.12,3.3575,9.5,24.25,17.82625,18.0,3.2193233188946624,15.73,20.0,0.0,7.36,3.0187500000000007,2.85,1.572326636749368,1.9124999999999999,4.095,8.0,25.75,18.095625000000002,18.0,3.6320661982432334,15.6275,20.33,0.0,7.98,3.3044791666666673,2.87,1.934562575223696,2.0575,4.6025,23.33,43.0,35.768750000000004,36.25,4.421527302212499,32.75,39.125,0.0,9.63,3.099062500000002,2.165,2.3934459096391585,1.3,4.154999999999999,7.4,28.25,17.744999999999994,17.585,4.345711739901278,14.645,20.33,0.0,8.55,3.317812500000001,3.1550000000000002,1.8552946726513344,2.0374999999999996,4.52,11.0,25.25,18.150208333333335,18.0,3.1441856042598832,15.73,20.3725,0.5,11.09,3.848229166666666,3.285,2.0719789649367457,2.45,5.135,26.5,43.5,36.23020833333333,36.25,3.6726012519929734,33.33,39.0,0.0,9.63,2.7212499999999995,2.45,1.9760418970627542,1.2425,3.6725,7.0,28.5,18.903125,19.29,5.025397876366553,15.2375,22.5,0.43,8.38,3.2859375000000006,3.1550000000000002,1.8753961423628545,1.775,4.455,10.5,26.67,19.3575,19.375,3.459144098579422,17.0,22.0625,0.0,11.15,3.2458333333333336,2.9050000000000002,1.903951938063601,1.98,4.1375,2.0
14,30.75,44.5,36.830000000000005,35.75,3.6886266164779373,34.0,40.0625,0.0,6.61,2.273958333333335,1.92,1.3890121284504522,1.3,3.135,8.5,24.0,16.86760416666667,17.165,3.1608508996926323,14.6875,19.0,0.0,8.05,3.199062500000002,2.9699999999999998,1.7299614100502814,2.1025,4.105,7.0,24.67,19.258333333333336,19.75,3.035728531884603,17.5,21.25,0.47,7.76,2.906354166666666,2.5949999999999998,1.6133816201360984,1.625,3.9025,24.25,45.0,36.769687499999996,36.5,3.9914937061930766,34.0,40.0625,0.0,8.18,2.690416666666667,2.165,1.7491061877828777,1.3,4.0825,10.33,26.75,17.980520833333333,17.75,3.719713449572403,15.73,20.0625,0.0,7.45,2.800937500000001,2.49,1.6208653167367115,1.5,4.02,7.25,24.67,19.294375000000002,19.67,3.2186505222236423,17.0,21.75,0.0,9.07,3.1389583333333353,2.6100000000000003,1.8823795015137879,1.9075,3.9425,31.5,44.0,37.365625,36.125,3.5581789583999286,34.6275,40.69,0.0,7.56,2.282187500000001,1.79,1.4633769188349761,1.3,2.6950000000000003,5.5,22.5,15.658125,16.5,3.622265157111092,13.4575,18.0625,0.0,7.83,3.184999999999999,2.9,1.642264803315996,1.79,4.26,13.0,25.5,20.25239583333334,20.625,2.7203799056639784,18.4575,22.3725,0.0,8.66,2.8991666666666664,2.74,1.8736469738070027,1.25,3.94,31.5,44.67,37.838437500000005,36.75,3.5402656243267208,35.25,41.0,0.0,8.58,2.4294791666666677,2.17,1.7534017282454226,1.3,3.2025,6.75,23.0,15.533749999999998,15.71,3.205133793085548,13.0,17.75,0.0,7.43,2.8365625,2.785,1.3788330902576542,1.9124999999999999,3.7475,11.75,24.33,19.236666666666665,20.0,2.8963881924568584,17.4575,21.5,0.0,8.49,2.987291666666667,2.495,2.1010801628869835,1.3824999999999998,4.335,29.0,43.25,37.08145833333334,36.55,3.0265328362289288,35.25,39.25,0.0,7.25,2.195,1.8399999999999999,1.605280759178741,1.2875,2.94,11.0,23.0,16.615416666666665,16.29,2.84788635072867,14.6275,19.0,0.0,7.26,2.531458333333334,2.26,1.5390543775945609,1.3,3.5075000000000003,12.5,24.0,19.994479166666665,20.585,2.4134115926113546,18.5,21.75,0.0,9.34,2.6768750000000003,2.355,1.7664465147503572,1.41,3.4575,2.0
15,26.0,41.75,36.24645833333333,36.125,3.0197120738196097,34.5,38.269999999999996,0.0,7.52,2.466354166666667,2.23,1.429943038829955,1.41,3.2775,8.75,23.0,15.327395833333334,15.0,3.1263704345931638,13.5,17.0625,0.0,7.41,3.1845833333333347,2.99,1.75585032131933,1.7375,4.5125,2.5,21.25,14.789791666666664,15.29,3.2641494351649585,12.75,16.8125,0.0,9.98,3.6655208333333342,3.395,1.9354139335806817,2.16,4.9975000000000005,27.0,44.0,36.271458333333335,35.625,3.6230658663526705,33.79,39.3125,0.0,7.95,2.878125000000001,2.4050000000000002,1.679621707095788,1.6549999999999998,4.0625,7.67,22.67,15.8525,15.71,3.3493509190509387,13.4575,18.75,0.0,8.23,3.1896875,2.945,1.6671251354068362,1.87,4.452500000000001,7.0,21.75,15.991250000000003,16.0,2.8335650782418207,14.1875,18.0,0.0,8.03,3.291041666666669,3.0549999999999997,1.7393256280383147,2.05,4.202500000000001,28.67,44.0,35.98604166666667,35.375,3.660823168623394,33.1875,39.25,0.0,12.28,3.187812500000001,2.49,2.14813074341146,1.7075,4.44,5.5,21.5,14.581458333333336,15.0,2.7166507937325552,13.0,16.27,0.47,8.03,2.9964583333333343,2.755,1.5444222078629766,1.79,4.0225,7.5,22.75,15.628333333333332,15.875,2.956687216843474,13.4375,17.67,0.47,8.5,3.7734374999999996,3.6550000000000002,1.7657518620004045,2.58,4.7175,30.67,43.0,36.3459375,35.625,3.446623237811329,33.75,39.269999999999996,0.0,7.87,2.8426041666666673,2.26,1.9523784387209513,1.495,3.855,8.0,25.0,14.279166666666663,14.585,3.174362320270148,11.6275,16.0625,0.0,9.5,3.193020833333335,2.99,1.7424285047881436,1.92,4.3149999999999995,8.0,21.5,16.2421875,16.375,3.012979013019297,14.4575,18.69,0.0,8.61,3.4265625000000006,3.27,1.8483875351947052,2.1025,4.555,19.0,43.5,36.29208333333334,36.0,3.8954102322082824,34.31,39.0,0.0,10.53,2.783541666666667,2.0,2.0947724303818114,1.4625,3.67,8.0,25.25,17.08197916666667,17.25,3.1285943101425193,15.1875,19.25,0.43,8.65,3.031875,2.74,1.7230867727180164,1.6524999999999999,4.0675,6.0,24.5,16.710312500000004,16.75,3.4569351966658806,14.25,19.27,0.0,8.26,3.2468749999999997,3.025,1.8229613342898392,1.79,4.3975,2.0
16,29.0,42.75,36.43802083333333,36.0,3.3538887467948606,34.1875,39.0,0.0,10.85,2.876041666666667,2.415,1.9544311215215358,1.5,3.7325,10.25,24.0,17.668333333333333,17.75,2.7795375104376316,16.5,19.3125,0.0,6.57,2.7967708333333334,2.605,1.4390270798020128,1.6175,3.805,3.0,21.75,15.813020833333331,16.125,3.0734346019059826,14.0,17.75,0.0,7.31,3.137500000000001,3.1550000000000002,1.5121535705915032,2.06,4.0075,29.0,43.33,36.59791666666666,36.0,3.2834589966156327,34.457499999999996,39.0625,0.0,7.84,2.9757291666666688,2.205,1.9514225552235185,1.56,4.192500000000001,9.67,25.33,18.187187500000004,18.29,3.5609297139415124,15.67,20.27,0.0,6.94,2.7220833333333343,2.49,1.7048858067433978,1.2875,4.0675,6.67,22.0,15.475000000000001,15.5,3.2770853545571,13.25,18.27,0.0,6.87,3.159583333333334,2.6500000000000004,1.639370172170858,1.9124999999999999,4.525,28.0,43.75,36.79125,36.415,3.5067085332034797,34.31,39.3125,0.0,7.93,2.808020833333335,2.09,1.9701854680483186,1.3,4.455,8.33,27.67,18.65427083333333,18.585,3.855163521630278,15.5,21.5625,0.0,8.49,2.7065625,2.23,1.8699168729764712,1.29,3.405,6.0,24.67,16.35947916666667,16.25,3.1645518082233743,14.5,18.5,0.47,7.89,3.189270833333332,2.91,1.6427706024253605,1.885,4.455,27.25,44.33,36.79979166666667,36.0,3.754285124793482,34.75,40.0,0.0,12.89,3.1113541666666666,2.49,2.3824501407680314,1.495,4.2775,10.0,28.25,19.068229166666665,18.0,4.4353819024537255,15.73,23.0,0.0,9.63,3.4636458333333344,3.3099999999999996,2.110053189547434,1.98,4.725,9.5,22.25,17.41572916666667,17.585,2.38835320705851,16.25,19.0,0.0,8.19,2.9918750000000007,2.755,1.6669753968442993,1.85,3.77,26.5,44.0,36.80947916666667,36.125,3.7784874082492648,34.0,39.542500000000004,0.0,12.5,3.094062500000002,2.495,2.1046947912877254,1.41,4.35,11.0,27.0,18.4059375,17.585,3.9573285987087172,15.31,21.125,0.0,8.5,3.193958333333334,2.74,2.022500005421464,1.63,4.3275,11.0,22.67,17.33677083333333,17.33,2.389056847505733,15.6275,19.0625,0.47,8.04,2.8883333333333323,2.49,1.6949421146251058,1.8,3.3675,2.0
17,27.8,43.67,36.77447916666667,36.29,3.890287195403354,34.5,40.082499999999996,0.0,10.5,3.0385416666666667,2.54,2.012534918515854,1.5,3.9,3.0,24.5,16.948854166666667,17.0,2.966279565839892,15.73,18.67,0.0,10.57,3.0709375000000008,2.605,1.8844834993203106,1.79,3.915,9.0,21.33,16.516562500000003,16.75,2.8129788773600293,14.75,18.5,0.0,6.96,2.7257291666666674,2.49,1.564502776093257,1.685,3.58,29.25,44.0,37.15114583333334,36.125,3.8043678138055075,34.5,40.3125,0.0,9.1,2.5810416666666676,2.09,1.7015253090074747,1.3,3.4325,6.67,22.0,15.0990625,15.165,3.4265523806160125,12.67,18.0,0.0,8.32,3.192083333333334,3.0549999999999997,1.6987914692923178,1.89,4.157500000000001,8.67,22.0,15.323333333333332,15.33,2.7999494982914346,13.0,17.0,0.0,8.32,3.124375000000002,2.83,1.8357214629332206,1.7225,4.03,25.33,44.67,37.339375,36.875,3.7407316516256133,35.0,40.082499999999996,0.0,10.84,2.825416666666668,2.1500000000000004,2.1794953141866134,1.2875,4.0075,10.25,27.25,17.65072916666666,17.29,3.8710233230997786,14.5,20.0,0.0,8.0,3.115104166666668,2.85,2.0769121790680996,1.41,4.192500000000001,10.67,21.33,16.987916666666667,17.0,2.540026073909548,15.31,18.75,0.0,9.07,3.2858333333333327,2.83,2.117076269250724,1.66,4.365,30.75,45.0,37.1,36.125,3.3799657425856604,34.5,39.75,0.0,7.5,2.5604166666666672,2.175,1.7560325597428978,1.3,3.1875,12.0,26.67,18.501875000000002,18.25,2.9322458834573597,16.5,20.125,0.0,8.96,3.1716666666666673,3.0999999999999996,1.8469523498066054,1.79,4.26,8.33,23.33,17.36020833333333,17.75,3.0717901446847664,15.0,19.5425,0.0,9.5,3.021875000000001,2.86,1.6515940067576822,1.79,4.3,26.75,44.5,37.2065625,36.375,3.7698241835661257,35.0,41.0,0.0,10.2,2.6445833333333337,2.12,1.9308683166234695,1.3,3.71,8.25,24.0,15.119062500000004,14.5,3.5072979787640097,12.575,17.27,0.0,6.98,3.142916666666667,2.87,1.744187892260685,1.79,4.095,6.75,22.5,16.2496875,16.5,2.608264376785936,15.0,17.8125,0.0,8.08,3.2239583333333344,2.87,1.8872076164850802,1.95,3.985,2.0
18,27.25,44.0,36.83583333333333,36.5,3.646268364020419,35.0,39.8125,0.0,11.12,2.687291666666668,2.145,2.1831288406980742,1.0525,3.75,8.33,19.75,14.562916666666672,14.5,2.7877079499178326,12.67,16.3725,0.0,6.65,2.7517708333333335,2.585,1.6118279879439055,1.5,3.7,8.0,21.5,16.442187500000003,16.71,3.1712319383133973,13.9375,19.0,0.43,8.23,2.8969791666666675,2.525,1.8641697007637514,1.495,3.7175000000000002,26.75,44.5,36.69625,35.875,3.721045764156545,34.457499999999996,39.75,0.0,11.26,3.0225000000000013,2.49,2.2127001842236007,1.3,4.515,8.25,25.33,17.083333333333332,17.0,3.437004101391567,14.9375,19.415,0.43,8.6,3.289479166666668,3.455,1.8561558293201836,1.85,4.32,8.67,23.0,16.083333333333332,16.0,2.9710478983071087,13.9175,18.27,0.0,8.81,3.122291666666666,2.865,1.5791899850150801,2.06,4.0375,27.33,44.75,36.90416666666667,36.0,3.712114071145036,34.475,40.0,0.0,11.68,2.964791666666667,2.4050000000000002,2.3007687407137674,1.3,3.7,10.0,25.33,17.988541666666666,17.415,3.609900415353854,15.5,21.5625,0.0,9.01,3.086041666666667,2.8899999999999997,1.8491741992841684,1.5,4.324999999999999,9.75,22.25,16.35291666666667,16.5,2.4438304345806108,14.9375,18.0625,0.0,8.44,2.8426041666666673,2.5949999999999998,1.4743806869624,1.865,3.445,28.33,43.67,37.07583333333334,36.875,3.4496131489187287,34.5,39.75,0.0,10.5,2.5275000000000003,1.79,2.0207497305911515,0.9225,4.1049999999999995,9.0,23.67,16.209479166666668,16.0,3.0684998459873785,14.0,18.75,0.0,8.5,3.118645833333334,2.895,1.7488941587496856,1.69,4.2075000000000005,11.25,22.33,17.032916666666665,17.0,2.193388590462695,15.0,18.75,0.0,6.73,2.294166666666668,2.085,1.344537225545352,1.3824999999999998,3.2475,31.0,43.0,36.80479166666667,36.0,3.2938788458103905,34.5,39.8125,0.0,7.82,2.584479166666667,2.2649999999999997,1.8255864925186827,1.22,3.6399999999999997,7.0,27.0,16.629479166666666,15.415,4.050823274293931,13.75,19.5625,0.0,8.07,2.8220833333333335,2.615,1.7765975267149914,1.48,3.96,10.0,21.5,16.994374999999998,17.0,2.279846630344843,15.67,18.69,0.43,7.73,2.7105208333333333,2.6500000000000004,1.4481351854543405,1.69,3.71,2.0
19,29.75,43.25,36.78552083333333,36.125,3.511133231306162,34.25,39.4375,0.0,7.36,2.56875,2.415,1.6483652188568048,1.3,3.6425,7.0,21.67,14.707083333333335,14.5,3.0784001028102987,12.5,16.875,0.0,6.18,2.916666666666668,2.8,1.4233028058684432,2.01,3.9025,6.0,21.0,16.027395833333333,16.29,3.006920874737116,14.0,18.3725,0.0,8.26,2.8567708333333344,2.38,1.718839568639057,1.6375,3.8449999999999998,29.67,43.0,36.84302083333334,36.415,3.3433292955538754,34.5,39.69,0.0,6.47,2.2092708333333344,1.605,1.6109952757561936,1.0,3.3625,8.5,26.5,15.078854166666666,15.0,2.9746093488908376,13.25,16.5425,0.0,7.05,2.5902083333333343,2.29,1.5319316867871287,1.3,3.5625,5.33,22.25,15.69041666666667,15.8,3.2216576042928966,13.5,17.8125,0.47,6.87,3.2087499999999998,2.755,1.6817504977974902,1.79,4.455,26.25,44.25,37.02333333333333,36.5,3.629453972755528,34.0,40.69,0.0,8.17,2.560520833333334,2.0300000000000002,1.8156178416533106,1.3,3.4925,8.0,21.5,16.015937499999996,16.0,2.8443182804080065,14.25,18.0625,0.0,8.0,2.825104166666667,2.565,1.6480725551169841,1.6175,3.7875,10.0,21.25,15.996145833333332,16.415,2.541914475264933,13.9375,18.25,0.0,7.53,2.7797916666666667,2.6,1.4897770791678986,1.63,3.515,29.25,44.25,37.2153125,36.5,3.5501735919381097,35.0,40.3725,0.0,8.64,2.3215625000000006,1.7149999999999999,1.8861005878880315,1.0625,3.2,8.0,23.5,15.828229166666661,15.33,3.027053455195999,13.73,18.6175,0.0,8.06,2.7369791666666665,2.605,1.5955788388983954,1.495,3.51,9.25,20.33,16.278229166666666,16.585,2.5786348876434464,14.9375,18.25,0.0,8.34,2.841875,2.49,1.6854599949974614,1.5,4.074999999999999,30.33,43.33,36.92010416666667,36.415,3.176398985541784,34.25,39.875,0.0,7.37,2.440312499999999,2.0549999999999997,1.6547039507034738,1.25,3.1425,8.5,21.0,14.936979166666669,14.585,3.0821066342397314,12.25,17.33,0.0,6.8,2.8517708333333336,2.59,1.5182586942676464,1.7,3.8775,2.0,21.0,15.953645833333335,16.29,2.8799017233932664,14.0,18.0,0.0,7.79,2.985937500000001,2.68,1.5679665531643538,1.87,3.7175000000000002,2.0
20,27.75,44.0,37.02208333333334,36.75,3.6730013302379594,34.730000000000004,40.3125,0.0,10.76,2.2497916666666673,1.79,1.7893715328170787,1.22,3.19,3.0,22.5,15.05979166666667,15.25,3.648911006737178,13.4375,17.69,0.0,9.0,2.9592708333333335,2.865,1.8850164007616361,1.56,3.7875,9.75,21.0,16.210104166666664,16.125,2.252609011225903,14.75,18.0,0.0,8.75,3.164166666666668,2.975,1.7193197349176197,1.79,4.1625000000000005,29.33,44.0,37.21791666666667,36.125,3.955112857972355,33.75,40.542500000000004,0.0,7.15,2.528541666666668,2.05,1.629465510797081,1.2875,3.74,9.33,23.75,15.346249999999998,15.0,3.0693363760711665,13.0,17.27,0.0,7.76,2.913020833333336,2.555,1.7897686529661732,1.5,3.91,10.0,21.0,16.6396875,17.0,2.8203439331605975,14.9375,19.0,0.47,8.22,2.916458333333333,2.52,1.6317159061079272,1.98,3.7,30.5,44.0,37.09145833333333,36.5,3.8438568841222533,33.75,40.0,0.0,5.91,2.449687499999999,1.9699999999999998,1.512622298230878,1.22,3.7,7.0,21.0,14.579479166666667,15.0,2.919494321675972,12.9375,16.33,0.0,6.8,2.7642708333333323,2.49,1.6764886517842594,1.4775,3.91,9.0,22.0,16.88822916666666,17.0,2.683467903485169,14.5,19.0,0.0,6.76,2.626041666666667,2.14,1.6322941422019095,1.3824999999999998,3.74,31.5,44.0,37.30072916666667,36.25,3.7861482287527677,33.81,41.0,0.0,6.82,2.4294791666666673,1.9449999999999998,1.628087266374203,1.2875,3.43,0.0,24.75,14.530520833333332,14.75,3.4398884222393225,12.585,17.0,0.0,8.15,2.7944791666666684,2.495,1.6098014717687312,1.6175,3.6025,0.0,23.0,17.016666666666666,17.0,2.952328132763833,15.75,18.75,0.0,6.72,2.7601041666666677,2.525,1.3756449165404236,1.6175,3.67,31.0,44.67,37.09197916666667,36.0,3.5981687212983546,34.25,40.3725,0.0,7.79,2.4378125,1.9,1.6660183881748858,1.3,3.3425,6.67,22.5,15.476354166666669,15.25,3.2731874437108956,13.25,17.8125,0.0,7.98,2.8170833333333345,2.545,1.626903365723824,1.6824999999999999,3.9775,11.25,22.0,17.112916666666663,17.465,2.6441987809131247,15.0,18.8125,0.0,7.93,2.645416666666667,2.4050000000000002,1.7713954752749488,1.25,3.6550000000000002,2.0
